"condition","ssr","taxa","abundance"
"Healthy","447247","Lactonifactor",0.0633
"Healthy","447247","Moryella",0.069
"Healthy","447247","Oscillibacter",0.0172
"Healthy","447247","Blautia",13.8396
"Healthy","447247","Butyricimonas",0.0556
"Healthy","447247","Parasutterella",0.1688
"Healthy","447247","Gordonibacter",0.0249
"Healthy","447247","Anaerosporobacter",0.3492
"Healthy","447247","Negativicoccus",0.0268
"Healthy","447247","Flavonifractor",0.0326
"Healthy","447247","Murdochiella",0.7963
"Healthy","447247","Intestinimonas",0.046
"Healthy","447247","Fusicatenibacter",2.2509
"Healthy","447247","Peptoclostridium",0.0882
"Healthy","447247","Romboutsia",0.6716
"Healthy","447247","Terrisporobacter",0.1976
"Healthy","447247","Intestinibacter",0.6697
"Healthy","447247","Erysipelatoclostridium",0.6006
"Healthy","447247","Campylobacter",0.2034
"Healthy","447247","Butyrivibrio",0.0671
"Healthy","447247","Fusobacterium",0.0498
"Healthy","447247","Desulfovibrio",0.0191
"Healthy","447247","Herbaspirillum",0.0076
"Healthy","447247","Peptostreptococcus",0.1285
"Healthy","447247","Anaeroplasma",4.191
"Healthy","447247","Asteroleplasma",0.0594
"Healthy","447247","Bilophila",0.0422
"Healthy","447247","Sutterella",0.6582
"Healthy","447247","Barnesiella",0.1189
"Healthy","447247","Adlercreutzia",0.0038
"Healthy","447247","Parvimonas",0.0825
"Healthy","447247","Pseudoflavonifractor",0.0134
"Healthy","447247","Coprobacter",0.0038
"Healthy","447247","Candidatus Soleaferrea",0.0076
"Healthy","447247","Klebsiella",0.1688
"Healthy","447247","Brevibacterium",0.2014
"Healthy","447247","Dermabacter",0.0172
"Healthy","447247","Thalassospira",0.0556
"Healthy","447247","Slackia",0.0038
"Healthy","447247","Facklamia",0.0191
"Healthy","447247","Staphylococcus",0.0671
"Healthy","447247","Eremococcus",0.023
"Healthy","447247","Gardnerella",0.0364
"Healthy","447247","Hafnia",0.0729
"Healthy","447247","Serratia",0.0211
"Healthy","447247","Aeromonas",0.0191
"Healthy","447247","Rahnella",0.0057
"Healthy","447247","Brachybacterium",0.0153
"Healthy","447247","Cryobacterium",0.0095
"Healthy","447247","Ignavigranum",0.0076
"Healthy","447247","Pseudoclavibacter",0.1458
"Healthy","447247","Ameyamaea",0.0038
"Healthy","447247","Pyramidobacter",0.0134
"Healthy","457757","Flavobacterium",0.2345
"Healthy","457757","Kluyvera",0.0744
"Healthy","457757","Haemophilus",0.0055
"Healthy","457757","Bacteroides",28.2031
"Healthy","457757","Porphyromonas",0.0389
"Healthy","457757","Prevotella",0.0733
"Healthy","457757","Roseburia",4.9627
"Healthy","457757","Sarcina",0.7303
"Healthy","457757","Streptococcus",0.4079
"Healthy","457757","Lactococcus",0.1234
"Healthy","457757","Clostridium",0.4124
"Healthy","457757","Lactobacillus",0.0088
"Healthy","457757","Bifidobacterium",0.2345
"Healthy","457757","Corynebacterium",0.0233
"Healthy","457757","Methanobrevibacter",0.0867
"Healthy","457757","Peptococcus",0.0366
"Healthy","457757","Lachnospira",0.5113
"Healthy","457757","Veillonella",0.0022
"Healthy","457757","Phascolarctobacterium",0.01
"Healthy","457757","Dialister",0.6403
"Healthy","457757","Pseudobutyrivibrio",2.9182
"Healthy","457757","Holdemania",0.01
"Healthy","457757","Eggerthella",0.0066
"Healthy","457757","Mogibacterium",0.0033
"Healthy","457757","Collinsella",1.5463
"Healthy","457757","Granulicatella",0.0044
"Healthy","457757","Oscillospira",0.0433
"Healthy","457757","Finegoldia",0.02
"Healthy","457757","Peptoniphilus",0.0044
"Healthy","457757","Anaerococcus",0.0066
"Healthy","457757","Varibaculum",0.0077
"Healthy","457757","Dorea",0.9205
"Healthy","457757","Turicibacter",0.0767
"Healthy","457757","Anaerostipes",0.3235
"Healthy","457757","Faecalibacterium",17.5084
"Healthy","457757","Alistipes",5.4852
"Healthy","457757","Hespellia",0.0222
"Healthy","457757","Anaerotruncus",0.4991
"Healthy","457757","Marvinbryantia",0.0422
"Healthy","457757","Odoribacter",2.05
"Healthy","457757","Subdoligranulum",3.0572
"Healthy","457757","Parabacteroides",2.5235
"Healthy","457757","Moryella",0.06
"Healthy","457757","Oscillibacter",0.1245
"Healthy","457757","Blautia",7.4818
"Healthy","457757","Butyricimonas",1.2084
"Healthy","457757","Parasutterella",0.0522
"Healthy","457757","Gordonibacter",0.0033
"Healthy","457757","Anaerosporobacter",0.0511
"Healthy","457757","Flavonifractor",0.1111
"Healthy","457757","Murdochiella",0.0055
"Healthy","457757","Intestinimonas",0.0789
"Healthy","457757","Fusicatenibacter",1.941
"Healthy","457757","Peptoclostridium",0.0733
"Healthy","457757","Romboutsia",0.0511
"Healthy","457757","Terrisporobacter",0.2857
"Healthy","457757","Intestinibacter",0.2812
"Healthy","457757","Erysipelatoclostridium",0.3568
"Healthy","457757","Campylobacter",0.01
"Healthy","457757","Butyrivibrio",1.2095
"Healthy","457757","Desulfovibrio",0.1222
"Healthy","457757","Bilophila",0.5002
"Healthy","457757","Sutterella",3.4329
"Healthy","457757","Sporobacter",0.0411
"Healthy","457757","Papillibacter",0.0422
"Healthy","457757","Catenibacterium",0.0055
"Healthy","457757","Gelria",0.01
"Healthy","457757","Barnesiella",1.5908
"Healthy","457757","Adlercreutzia",0.3279
"Healthy","457757","Caldicoprobacter",0.0033
"Healthy","457757","Coprobacter",0.4813
"Healthy","457757","Eisenbergiella",0.0033
"Healthy","457757","Fibrobacter",0.0022
"Healthy","457757","Akkermansia",0.1089
"Healthy","457757","Hydrogenoanaerobacterium",0.0022
"Healthy","457757","Christensenella",0.0022
"Healthy","457757","Parvibacter",0.0055
"Healthy","457757","Cloacibacillus",0.0111
"Healthy","457757","Leuconostoc",0.0077
"Healthy","457757","Thalassospira",3.2806
"Healthy","457757","Acetanaerobacterium",0.0022
"Healthy","457757","Enterorhabdus",0.0022
"Healthy","457757","Staphylococcus",0.0055
"Healthy","457757","Candidatus Stoquefichus",0.0022
"Healthy","461825","Flavobacterium",0.4056
"Healthy","461825","Bacteroides",4.2306
"Healthy","461825","Roseburia",1.0721
"Healthy","461825","Sarcina",3.3613
"Healthy","461825","Clostridium",1.0141
"Healthy","461825","Corynebacterium",0.5505
"Healthy","461825","Phascolarctobacterium",0.2607
"Healthy","461825","Pseudobutyrivibrio",1.4198
"Healthy","461825","Mogibacterium",0.1159
"Healthy","461825","Collinsella",0.2028
"Healthy","461825","Oscillospira",0.0869
"Healthy","461825","Dorea",2.3471
"Healthy","461825","Anaerostipes",2.405
"Healthy","461825","Faecalibacterium",16.0533
"Healthy","461825","Alistipes",0.6085
"Healthy","461825","Hespellia",0.6664
"Healthy","461825","Anaerotruncus",0.9562
"Healthy","461825","Marvinbryantia",1.159
"Healthy","461825","Subdoligranulum",0.7244
"Healthy","461825","Parabacteroides",0.2607
"Healthy","461825","Moryella",0.0579
"Healthy","461825","Oscillibacter",0.0579
"Healthy","461825","Blautia",23.3265
"Healthy","461825","Butyricimonas",0.1738
"Healthy","461825","Parasutterella",0.2318
"Healthy","461825","Flavonifractor",0.0869
"Healthy","461825","Fusicatenibacter",0.7823
"Healthy","461825","Peptoclostridium",0.0869
"Healthy","461825","Terrisporobacter",0.5795
"Healthy","461825","Intestinibacter",0.3477
"Healthy","461825","Erysipelatoclostridium",0.1448
"Healthy","461825","Desulfovibrio",0.2607
"Healthy","461825","Bilophila",0.2318
"Healthy","461825","Sutterella",0.5215
"Healthy","461825","Victivallis",0.0579
"Healthy","461825","Barnesiella",1.3619
"Healthy","461825","Adlercreutzia",0.0869
"Healthy","461825","Robinsoniella",0.1159
"Healthy","461825","Coprobacter",0.2607
"Healthy","461825","Fretibacterium",0.4926
"Healthy","461825","Akkermansia",10.4317
"Healthy","461825","Senegalimassilia",0.0869
"Healthy","461825","Thalassospira",0.5505
"Healthy","400907","Kluyvera",0.141
"Healthy","400907","Haemophilus",0.0445
"Healthy","400907","Bacteroides",13.7723
"Healthy","400907","Porphyromonas",0.9651
"Healthy","400907","Prevotella",4.6774
"Healthy","400907","Roseburia",5.9915
"Healthy","400907","Megasphaera",0.6236
"Healthy","400907","Sarcina",1.2473
"Healthy","400907","Streptococcus",0.0148
"Healthy","400907","Lactococcus",0.0445
"Healthy","400907","Atopobium",0.1039
"Healthy","400907","Clostridium",0.9503
"Healthy","400907","Lactobacillus",0.0222
"Healthy","400907","Actinomyces",0.1113
"Healthy","400907","Bifidobacterium",4.4027
"Healthy","400907","Corynebacterium",4.4249
"Healthy","400907","Mobiluncus",0.0519
"Healthy","400907","Peptococcus",0.1262
"Healthy","400907","Lachnospira",5.353
"Healthy","400907","Dialister",1.2398
"Healthy","400907","Pseudobutyrivibrio",3.4004
"Healthy","400907","Eggerthella",0.089
"Healthy","400907","Mogibacterium",1.5294
"Healthy","400907","Collinsella",1.7076
"Healthy","400907","Finegoldia",1.3809
"Healthy","400907","Peptoniphilus",2.5391
"Healthy","400907","Gallicola",0.0296
"Healthy","400907","Anaerococcus",1.8412
"Healthy","400907","Varibaculum",0.0371
"Healthy","400907","Dorea",1.0691
"Healthy","400907","Turicibacter",0.1113
"Healthy","400907","Anaerostipes",1.8858
"Healthy","400907","Faecalibacterium",17.6999
"Healthy","400907","Fastidiosipila",0.5048
"Healthy","400907","Alistipes",0.0148
"Healthy","400907","Subdoligranulum",1.96
"Healthy","400907","Parabacteroides",0.8983
"Healthy","400907","Moryella",0.0742
"Healthy","400907","Oscillibacter",0.1484
"Healthy","400907","Blautia",7.3873
"Healthy","400907","Negativicoccus",0.1262
"Healthy","400907","Flavonifractor",0.1113
"Healthy","400907","Murdochiella",0.4974
"Healthy","400907","Fusicatenibacter",2.9994
"Healthy","400907","Peptoclostridium",0.1781
"Healthy","400907","Romboutsia",0.8538
"Healthy","400907","Intestinibacter",0.2153
"Healthy","400907","Erysipelatoclostridium",0.5345
"Healthy","400907","Campylobacter",0.3341
"Healthy","400907","Citrobacter",0.0445
"Healthy","400907","Fusobacterium",0.2598
"Healthy","400907","Peptostreptococcus",0.438
"Healthy","400907","Bilophila",0.1262
"Healthy","400907","Sutterella",0.3712
"Healthy","400907","Adlercreutzia",0.0965
"Healthy","400907","Parvimonas",0.2969
"Healthy","400907","Pseudoflavonifractor",0.0445
"Healthy","400907","Eisenbergiella",0.0148
"Healthy","400907","Parvibacter",0.0371
"Healthy","400907","Senegalimassilia",0.0965
"Healthy","400907","Aerosphaera",0.0222
"Healthy","400907","Gardnerella",0.4009
"Healthy","400907","Olsenella",0.0371
"Healthy","400907","Bacillus",0.0519
"Healthy","400907","Rhizobium",0.0222
"Healthy","400907","Delftia",0.7795
"Healthy","400907","Ochrobactrum",0.3934
"Healthy","400907","Ralstonia",0.0371
"Healthy","400907","Mesorhizobium",0.0296
"Healthy","400907","Sneathia",0.5791
"Healthy","400907","Pelomonas",0.0148
"Healthy","400907","Anaerobacillus",0.2672
"Healthy","400961","Kluyvera",0.3321
"Healthy","400961","Haemophilus",0.1916
"Healthy","400961","Bacteroides",15.6975
"Healthy","400961","Porphyromonas",0.7891
"Healthy","400961","Prevotella",2.6622
"Healthy","400961","Roseburia",9.2133
"Healthy","400961","Megasphaera",0.0167
"Healthy","400961","Sarcina",0.0245
"Healthy","400961","Streptococcus",0.4412
"Healthy","400961","Atopobium",0.0825
"Healthy","400961","Clostridium",0.7547
"Healthy","400961","Lactobacillus",0.0825
"Healthy","400961","Actinomyces",0.0943
"Healthy","400961","Bifidobacterium",1.4977
"Healthy","400961","Corynebacterium",0.1277
"Healthy","400961","Propionibacterium",0.0019
"Healthy","400961","Mobiluncus",0.0029
"Healthy","400961","Peptococcus",0.0864
"Healthy","400961","Lachnospira",0.1051
"Healthy","400961","Veillonella",0.1592
"Healthy","400961","Dialister",0.8549
"Healthy","400961","Pseudobutyrivibrio",1.7925
"Healthy","400961","Pantoea",0.0019
"Healthy","400961","Holdemania",0.0186
"Healthy","400961","Eggerthella",0.0058
"Healthy","400961","Mogibacterium",0.623
"Healthy","400961","Collinsella",1.0102
"Healthy","400961","Granulicatella",0.0108
"Healthy","400961","Oscillospira",0.0619
"Healthy","400961","Finegoldia",1.135
"Healthy","400961","Peptoniphilus",2.0795
"Healthy","400961","Anaerococcus",1.1252
"Healthy","400961","Varibaculum",0.0854
"Healthy","400961","Dorea",2.2337
"Healthy","400961","Turicibacter",0.169
"Healthy","400961","Anaerostipes",6.4065
"Healthy","400961","Faecalibacterium",13.7663
"Healthy","400961","Fastidiosipila",0.0363
"Healthy","400961","Alistipes",0.055
"Healthy","400961","Marvinbryantia",0.966
"Healthy","400961","Odoribacter",0.1788
"Healthy","400961","Subdoligranulum",0.7832
"Healthy","400961","Parabacteroides",1.1449
"Healthy","400961","Aggregatibacter",0.0039
"Healthy","400961","Lactonifactor",0.0088
"Healthy","400961","Moryella",0.054
"Healthy","400961","Oscillibacter",0.0206
"Healthy","400961","Blautia",8.7189
"Healthy","400961","Gordonibacter",0.0058
"Healthy","400961","Anaerosporobacter",0.0039
"Healthy","400961","Flavonifractor",0.1081
"Healthy","400961","Murdochiella",0.2053
"Healthy","400961","Fusicatenibacter",11.679
"Healthy","400961","Dielma",0.0098
"Healthy","400961","Peptoclostridium",0.1356
"Healthy","400961","Romboutsia",0.6554
"Healthy","400961","Terrisporobacter",0.0019
"Healthy","400961","Intestinibacter",0.4481
"Healthy","400961","Erysipelatoclostridium",3.4759
"Healthy","400961","Campylobacter",0.0049
"Healthy","400961","Fusobacterium",1.2667
"Healthy","400961","Peptostreptococcus",0.6289
"Healthy","400961","Bilophila",0.1641
"Healthy","400961","Sutterella",2.3045
"Healthy","400961","Barnesiella",0.0088
"Healthy","400961","Howardella",0.0029
"Healthy","400961","Adlercreutzia",0.0737
"Healthy","400961","Pseudoflavonifractor",0.0167
"Healthy","400961","Anaerofustis",0.0058
"Healthy","400961","Candidatus Soleaferrea",0.0049
"Healthy","400961","Syntrophococcus",0.0088
"Healthy","400961","Staphylococcus",0.0216
"Healthy","400961","Megamonas",2.8057
"Healthy","400961","Delftia",0.0383
"Healthy","400961","Ochrobactrum",0.0088
"Healthy","400961","Mesorhizobium",0.0019
"Healthy","400961","Bradyrhizobium",0.0019
"Healthy","51627","Kluyvera",0.1387
"Healthy","51627","Haemophilus",0.0046
"Healthy","51627","Bacteroides",43.0067
"Healthy","51627","Porphyromonas",0.0531
"Healthy","51627","Prevotella",0.0924
"Healthy","51627","Roseburia",6.4862
"Healthy","51627","Megasphaera",0.0023
"Healthy","51627","Sarcina",0.015
"Healthy","51627","Streptococcus",0.5711
"Healthy","51627","Clostridium",0.5908
"Healthy","51627","Actinomyces",0.0323
"Healthy","51627","Bifidobacterium",0.008
"Healthy","51627","Corynebacterium",0.1977
"Healthy","51627","Peptococcus",0.0034
"Healthy","51627","Veillonella",0.008
"Healthy","51627","Phascolarctobacterium",0.7388
"Healthy","51627","Dialister",0.0196
"Healthy","51627","Pseudobutyrivibrio",3.1413
"Healthy","51627","Holdemania",0.0046
"Healthy","51627","Mogibacterium",0.0104
"Healthy","51627","Collinsella",1.3689
"Healthy","51627","Granulicatella",0.0057
"Healthy","51627","Finegoldia",0.4416
"Healthy","51627","Peptoniphilus",0.1722
"Healthy","51627","Anaerococcus",0.0543
"Healthy","51627","Varibaculum",0.0046
"Healthy","51627","Dorea",1.8603
"Healthy","51627","Anaerostipes",1.0833
"Healthy","51627","Faecalibacterium",12.9516
"Healthy","51627","Fastidiosipila",0.0057
"Healthy","51627","Alistipes",0.3688
"Healthy","51627","Hespellia",0.0624
"Healthy","51627","Anaerotruncus",0.2173
"Healthy","51627","Marvinbryantia",0.1572
"Healthy","51627","Odoribacter",0.1433
"Healthy","51627","Subdoligranulum",0.1919
"Healthy","51627","Parabacteroides",4.553
"Healthy","51627","Lactonifactor",0.0358
"Healthy","51627","Moryella",0.2971
"Healthy","51627","Blautia",11.6012
"Healthy","51627","Butyricimonas",0.0508
"Healthy","51627","Parasutterella",1.3966
"Healthy","51627","Negativicoccus",0.0092
"Healthy","51627","Flavonifractor",0.0323
"Healthy","51627","Murdochiella",0.0867
"Healthy","51627","Intestinimonas",0.0358
"Healthy","51627","Fusicatenibacter",3.3818
"Healthy","51627","Dielma",0.0057
"Healthy","51627","Intestinibacter",0.1005
"Healthy","51627","Erysipelatoclostridium",0.615
"Healthy","51627","Campylobacter",0.0127
"Healthy","51627","Fusobacterium",0.0092
"Healthy","51627","Desulfovibrio",1.0394
"Healthy","51627","Peptostreptococcus",0.0242
"Healthy","51627","Bilophila",0.6856
"Healthy","51627","Sutterella",0.0023
"Healthy","51627","Adlercreutzia",0.0104
"Healthy","51627","Eisenbergiella",0.0023
"Healthy","51627","Candidatus Soleaferrea",0.0196
"Healthy","51627","Akkermansia",0.0161
"Healthy","51627","Thalassospira",0.3063
"Healthy","51627","Enterorhabdus",0.0739
"Healthy","51627","Gemella",0.0034
"Healthy","51627","Eremococcus",0.0023
"Healthy","51627","Candidatus Stoquefichus",0.0184
"Healthy","51627","Olsenella",0.0023
"Healthy","51627","Succiniclasticum",0.008
"Healthy","51627","Pseudomonas",0.0023
"Healthy","51627","Butyricicoccus",0.0901
"Healthy","51627","Anaeroglobus",0.0092
"Healthy","175467","Kluyvera",0.0312
"Healthy","175467","Bacteroides",26.5587
"Healthy","175467","Porphyromonas",0.1075
"Healthy","175467","Prevotella",0.0293
"Healthy","175467","Roseburia",8.5777
"Healthy","175467","Sarcina",0.305
"Healthy","175467","Streptococcus",0.9837
"Healthy","175467","Atopobium",0.0039
"Healthy","175467","Clostridium",0.6805
"Healthy","175467","Actinomyces",0.0293
"Healthy","175467","Bifidobacterium",0.1114
"Healthy","175467","Corynebacterium",0.0488
"Healthy","175467","Lachnospira",0.0782
"Healthy","175467","Veillonella",0.0058
"Healthy","175467","Phascolarctobacterium",2.2608
"Healthy","175467","Dialister",0.0234
"Healthy","175467","Pseudobutyrivibrio",6.6298
"Healthy","175467","Holdemania",0.0293
"Healthy","175467","Eggerthella",0.0078
"Healthy","175467","Mogibacterium",0.0743
"Healthy","175467","Collinsella",1.8442
"Healthy","175467","Granulicatella",0.0136
"Healthy","175467","Finegoldia",0.2033
"Healthy","175467","Peptoniphilus",0.2112
"Healthy","175467","Gallicola",0.0039
"Healthy","175467","Anaerococcus",0.0332
"Healthy","175467","Varibaculum",0.0078
"Healthy","175467","Dorea",2.0613
"Healthy","175467","Anaerostipes",1.4628
"Healthy","175467","Faecalibacterium",4.6898
"Healthy","175467","Fastidiosipila",0.0039
"Healthy","175467","Alistipes",1.5782
"Healthy","175467","Hespellia",0.0899
"Healthy","175467","Anaerotruncus",0.3422
"Healthy","175467","Marvinbryantia",0.4263
"Healthy","175467","Odoribacter",0.5182
"Healthy","175467","Subdoligranulum",0.0273
"Healthy","175467","Parabacteroides",4.766
"Healthy","175467","Lactonifactor",0.0567
"Healthy","175467","Moryella",0.6395
"Healthy","175467","Blautia",14.2982
"Healthy","175467","Butyricimonas",0.1603
"Healthy","175467","Parasutterella",0.0684
"Healthy","175467","Flavonifractor",0.1212
"Healthy","175467","Murdochiella",0.0469
"Healthy","175467","Intestinimonas",0.0977
"Healthy","175467","Fusicatenibacter",4.4414
"Healthy","175467","Dielma",0.0039
